iter	Passed	Remaining
461	4466	43867
462	4475	43855
463	4484	43841
464	4494	43830
465	4503	43814
466	4511	43794
467	4520	43779
468	4529	43762
469	4538	43744
470	4547	43726
471	4556	43714
472	4565	43700
473	4575	43689
474	4585	43680
475	4594	43670
476	4604	43656
477	4612	43639
478	4621	43623
479	4630	43607
480	4639	43587
481	4648	43573
482	4657	43559
483	4666	43544
484	4676	43533
485	4685	43517
486	4694	43502
487	4703	43491
488	4713	43477
489	4721	43459
490	4730	43444
491	4740	43432
492	4749	43415
493	4758	43400
494	4767	43385
495	4776	43369
496	4784	43351
497	4794	43339
498	4803	43329
499	4812	43311
500	4821	43299
501	4831	43287
502	4840	43272
503	4849	43258
504	4858	43246
505	4867	43233
506	4877	43225
507	4886	43212
508	4896	43200
509	4905	43184
510	4914	43168
511	4923	43153
512	4931	43135
513	4940	43119
514	4949	43106
515	4959	43094
516	4967	43076
517	4976	43059
518	4985	43042
519	4993	43023
520	5002	43008
521	5011	42991
522	5020	42972
523	5029	42958
524	5037	42941
525	5046	42927
526	5055	42910
527	5064	42893
528	5073	42876
529	5082	42865
530	5091	42854
531	5100	42839
532	5110	42826
533	5118	42809
534	5127	42793
535	5138	42792
536	5148	42791
537	5158	42786
538	5168	42778
539	5178	42768
540	5187	42759
541	5198	42755
542	5207	42744
543	5216	42733
544	5226	42726
545	5237	42723
546	5247	42716
547	5256	42703
548	5266	42696
549	5276	42692
550	5286	42683
551	5295	42674
552	5305	42666
553	5317	42674
554	5328	42675
555	5337	42660
556	5347	42651
557	5355	42635
558	5364	42620
559	5373	42605
560	5382	42591
561	5391	42577
562	5400	42562
563	5410	42552
564	5419	42538
565	5427	42522
566	5436	42506
567	5446	42495
568	5455	42481
569	5464	42469
570	5473	42455
571	5482	42439
572	5491	42425
573	5500	42412
574	5509	42397
575	5517	42381
576	5526	42365
577	5535	42349
578	5544	42337
579	5553	42324
580	5562	42309
581	5571	42292
582	5580	42280
583	5589	42267
584	5598	42252
585	5607	42236
586	5616	42221
587	5625	42208
588	5634	42192
589	5643	42180
590	5652	42166
591	5661	42152
592	5669	42137
593	5678	42123
594	5688	42110
595	5696	42095
596	5705	42079
597	5714	42063
598	5723	42051
599	5732	42037
600	5741	42022
601	5750	42008
602	5759	41994
603	5768	41980
604	5776	41966
605	5785	41951
606	5794	41935
607	5803	41919
608	5812	41905
609	5820	41890
610	5830	41881
611	5839	41869
612	5848	41852
613	5856	41837
614	5866	41826
615	5875	41812
616	5883	41797
617	5892	41783
618	5901	41767
619	5910	41752
620	5918	41736
621	5927	41719
622	5936	41707
623	5945	41691
624	5953	41676
625	5962	41662
626	5972	41652
627	5981	41639
628	5989	41624
629	5999	41614
630	6009	41609
631	6018	41596
632	6028	41588
633	6037	41579
634	6046	41563
635	6055	41551
636	6064	41538
637	6074	41528
638	6083	41516
639	6091	41501
640	6100	41486
641	6109	41470
642	6117	41455
643	6126	41441
644	6135	41424
645	6144	41413
646	6153	41400
647	6162	41385
648	6170	41371
649	6179	41357
650	6188	41342
651	6197	41330
652	6206	41317
653	6215	41302
654	6224	41289
655	6233	41275
656	6241	41260
657	6250	41247
658	6260	41239
659	6269	41227
660	6278	41211
661	6287	41198
662	6295	41183
663	6304	41169
664	6313	41156
665	6322	41142
666	6331	41131
667	6340	41119
668	6349	41106
669	6358	41092
670	6367	41078
671	6376	41065
672	6384	41050
673	6393	41038
674	6402	41026
675	6411	41013
676	6420	40999
677	6429	40986
678	6438	40971
679	6448	40963
680	6457	40952
681	6465	40938
682	6474	40923
683	6483	40910
684	6492	40897
685	6501	40883
686	6510	40870
687	6519	40858
688	6527	40843
689	6536	40829
690	6545	40816
691	6554	40802
692	6563	40790
693	6572	40777
694	6580	40764
695	6589	40750
696	6598	40736
697	6607	40724
698	6616	40711
699	6625	40697
700	6633	40682
701	6642	40670
702	6652	40660
703	6661	40648
704	6669	40634
705	6678	40620
706	6687	40609
707	6696	40596
708	6705	40584
709	6714	40570
710	6723	40555
711	6732	40543
712	6740	40529
713	6750	40518
714	6759	40507
715	6768	40497
716	6777	40482
717	6785	40468
718	6794	40456
719	6803	40443
720	6812	40430
721	6821	40416
722	6830	40404
723	6839	40393
724	6848	40379
725	6857	40368
726	6865	40355
727	6874	40340
728	6883	40326
729	6891	40311
730	6901	40301
731	6909	40288
732	6919	40277
733	6928	40268
734	6938	40259
735	6946	40246
736	6955	40234
737	6964	40221
738	6973	40208
739	6982	40195
740	6991	40183
741	7000	40171
742	7010	40166
743	7020	40159
744	7029	40146
745	7037	40132
746	7046	40121
747	7055	40109
748	7064	40096
749	7074	40086
750	7083	40076
751	7091	40062
752	7101	40050
753	7110	40038
754	7118	40025
755	7127	40012
756	7136	40000
757	7145	39986
758	7153	39972
759	7162	39959
760	7171	39945
761	7181	39938
762	7190	39926
763	7198	39913
764	7207	39902
765	7216	39890
766	7225	39878
767	7234	39865
768	7243	39853
769	7252	39842
770	7262	39833
771	7271	39821
772	7280	39813
773	7290	39803
774	7299	39792
775	7308	39780
776	7316	39766
777	7325	39752
778	7333	39738
779	7342	39727
780	7351	39714
781	7360	39702
782	7369	39688
783	7378	39676
784	7387	39664
785	7396	39653
786	7405	39642
787	7414	39631
788	7432	39668
789	7441	39655
790	7450	39643
791	7458	39629
792	7467	39615
793	7476	39602
794	7484	39589
795	7493	39577
796	7502	39565
797	7511	39553
798	7520	39541
799	7529	39528
800	7538	39515
801	7547	39505
802	7556	39493
803	7565	39481
804	7574	39470
805	7583	39458
806	7592	39448
807	7601	39435
808	7610	39426
809	7619	39414
810	7628	39401
811	7637	39390
812	7646	39380
813	7655	39367
814	7664	39355
815	7673	39343
816	7681	39330
817	7690	39318
818	7699	39307
819	7708	39295
820	7717	39282
821	7726	39270
822	7734	39256
823	7743	39244
824	7752	39232
825	7761	39222
826	7770	39210
827	7779	39200
828	7789	39189
829	7797	39177
830	7807	39167
831	7816	39156
832	7824	39142
833	7833	39131
834	7842	39119
835	7851	39107
836	7860	39093
837	7868	39081
838	7877	39069
839	7886	39057
840	7895	39046
841	7905	39038
842	7914	39029
843	7924	39019
844	7932	39006
845	7942	38998
846	7951	38987
847	7960	38976
848	7969	38964
849	7979	38956
850	7988	38946
851	7997	38933
852	8006	38924
853	8015	38913
854	8024	38901
855	8033	38890
856	8042	38880
857	8051	38870
858	8061	38861
859	8070	38850
860	8079	38839
861	8088	38826
862	8097	38815
863	8105	38803
864	8114	38791
865	8123	38780
866	8133	38771
867	8142	38759
868	8150	38747
869	8160	38736
870	8169	38727
871	8178	38715
872	8187	38705
873	8196	38693
874	8205	38681
875	8214	38671
876	8223	38659
877	8232	38647
878	8241	38637
879	8250	38628
880	8259	38616
881	8268	38604
882	8277	38595
883	8286	38582
884	8295	38569
885	8304	38559
886	8313	38547
887	8321	38535
888	8331	38526
889	8340	38517
890	8350	38508
891	8359	38498
892	8368	38488
893	8377	38475
894	8386	38466
895	8396	38457
896	8405	38446
897	8413	38433
898	8422	38422
899	8431	38410
900	8440	38399
901	8450	38390
902	8459	38380
903	8467	38367
904	8476	38357
905	8486	38346
906	8494	38333
907	8503	38322
908	8512	38311
909	8521	38300
910	8530	38290
911	8540	38280
912	8548	38267
913	8558	38259
914	8567	38250
915	8576	38239
916	8586	38230
917	8595	38220
918	8604	38210
919	8613	38199
920	8622	38187
921	8631	38177
922	8640	38165
923	8649	38153
924	8659	38147
925	8669	38141
926	8678	38132
927	8687	38121
928	8697	38112
929	8706	38103
930	8715	38093
931	8726	38087
932	8735	38079
933	8745	38070
934	8754	38060
935	8764	38053
936	8773	38044
937	8782	38034
938	8792	38027
939	8802	38020
940	8812	38011
941	8820	37999
942	8830	37989
943	8839	37979
944	8848	37970
945	8857	37959
946	8867	37953
947	8877	37943
948	8886	37932
949	8895	37924
950	8905	37915
951	8914	37907
952	8924	37899
953	8934	37893
954	8944	37885
955	8953	37875
956	8963	37866
957	8972	37857
958	8981	37846
959	8990	37836
960	9000	37828
961	9010	37820
962	9019	37808
963	9028	37800
964	9037	37789
965	9046	37779
966	9056	37770
967	9065	37761
968	9074	37750
969	9083	37738
970	9092	37729
971	9102	37720
972	9111	37711
973	9120	37699
974	9129	37689
975	9139	37679
976	9147	37667
977	9156	37657
978	9165	37646
979	9174	37634
980	9183	37624
981	9193	37615
982	9202	37604
983	9211	37592
984	9220	37582
985	9228	37570
986	9237	37559
987	9246	37548
988	9256	37540
989	9265	37530
990	9274	37520
991	9284	37510
992	9293	37501
993	9302	37492
994	9311	37481
995	9320	37469
996	9330	37460
997	9339	37451
998	9348	37440
999	9357	37430
1000	9366	37420
1001	9375	37408
1002	9384	37396
1003	9393	37387
1004	9402	37376
1005	9411	37364
1006	9420	37353
1007	9429	37342
1008	9437	37330
1009	9446	37319
1010	9456	37311
1011	9465	37300
1012	9474	37288
1013	9483	37278
1014	9492	37267
1015	9501	37259
1016	9511	37250
1017	9521	37242
1018	9529	37230
1019	9538	37220
1020	9547	37209
1021	9556	37197
1022	9565	37187
1023	9574	37176
1024	9583	37165
1025	9592	37153
1026	9601	37144
1027	9610	37134
1028	9619	37122
1029	9628	37111
1030	9637	37099
1031	9646	37088
1032	9655	37079
1033	9664	37070
1034	9673	37058
1035	9682	37048
1036	9691	37037
1037	9700	37025
1038	9709	37016
1039	9719	37008
1040	9728	36998
1041	9737	36986
1042	9746	36976
1043	9755	36966
1044	9764	36954
1045	9773	36943
1046	9781	36932
1047	9790	36919
1048	9799	36909
1049	9808	36899
1050	9817	36889
1051	9826	36878
1052	9836	36868
1053	9844	36856
1054	9853	36845
1055	9862	36834
1056	9870	36822
1057	9880	36813
1058	9889	36803
1059	9899	36794
1060	9908	36785
1061	9917	36776
1062	9927	36766
1063	9935	36755
1064	9944	36745
1065	9954	36735
1066	9963	36725
1067	9972	36713
1068	9980	36702
1069	9989	36690
1070	9998	36679
1071	10007	36671
1072	10016	36660
1073	10025	36647
1074	10035	36641
1075	10044	36631
1076	10053	36620
1077	10062	36610
1078	10071	36599
1079	10080	36589
1080	10089	36578
1081	10098	36568
1082	10107	36557
1083	10116	36546
1084	10126	36538
1085	10135	36527
1086	10144	36516
1087	10153	36506
1088	10162	36495
1089	10170	36483
1090	10179	36473
1091	10188	36462
1092	10197	36450
1093	10206	36441
1094	10215	36431
1095	10224	36419
1096	10233	36409
1097	10243	36402
1098	10252	36393
1099	10261	36383
1100	10271	36374
1101	10281	36369
1102	10291	36360
1103	10300	36349
1104	10309	36339
1105	10318	36329
1106	10327	36319
1107	10336	36309
1108	10345	36298
1109	10354	36288
1110	10363	36278
1111	10372	36268
1112	10381	36255
1113	10390	36245
1114	10399	36235
1115	10408	36224
1116	10417	36212
1117	10425	36201
1118	10434	36190
1119	10444	36181
1120	10453	36171
1121	10462	36160
1122	10470	36149
1123	10481	36142
1124	10490	36133
1125	10499	36122
1126	10508	36111
1127	10517	36102
1128	10526	36092
1129	10535	36081
1130	10545	36073
1131	10554	36064
1132	10563	36053
1133	10572	36043
1134	10582	36034
1135	10590	36022
1136	10599	36013
1137	10609	36003
1138	10617	35993
1139	10626	35981
1140	10636	35973
1141	10645	35962
1142	10654	35951
1143	10663	35943
1144	10673	35934
1145	10682	35924
1146	10692	35918
1147	10702	35909
1148	10710	35898
1149	10719	35887
1150	10728	35878
1151	10738	35868
1152	10746	35857
1153	10755	35846
1154	10764	35836
1155	10773	35825
1156	10783	35816
1157	10792	35807
1158	10801	35796
1159	10810	35785
1160	10819	35774
1161	10828	35764
1162	10836	35753
1163	10846	35743
1164	10855	35733
1165	10864	35724
1166	10874	35715
1167	10883	35706
1168	10892	35696
1169	10901	35686
1170	10911	35677
1171	10920	35667
1172	10929	35656
1173	10938	35646
1174	10947	35636
1175	10955	35625
1176	10965	35618
1177	10975	35610
1178	10984	35600
1179	10994	35592
1180	11004	35584
1181	11014	35576
1182	11022	35565
1183	11032	35555
1184	11041	35547
1185	11050	35537
1186	11059	35527
1187	11069	35518
1188	11078	35509
1189	11087	35500
1190	11096	35489
1191	11106	35480
1192	11115	35469
1193	11124	35460
1194	11133	35450
1195	11142	35440
1196	11151	35429
1197	11160	35419
1198	11169	35409
1199	11178	35399
1200	11188	35390
1201	11196	35379
1202	11205	35368
1203	11214	35358
1204	11224	35349
1205	11232	35336
1206	11241	35326
1207	11250	35316
1208	11259	35306
1209	11269	35298
1210	11278	35289
1211	11288	35280
1212	11296	35269
1213	11305	35258
1214	11315	35249
1215	11324	35238
1216	11333	35229
1217	11342	35218
1218	11350	35206
1219	11359	35196
1220	11368	35186
1221	11377	35175
1222	11386	35165
1223	11395	35154
1224	11404	35144
1225	11413	35135
1226	11423	35127
1227	11432	35117
1228	11441	35107
1229	11460	35126
1230	11469	35117
1231	11478	35107
1232	11488	35098
1233	11497	35088
1234	11505	35076
1235	11515	35066
1236	11524	35056
1237	11532	35044
1238	11541	35033
1239	11550	35024
1240	11559	35012
1241	11568	35004
1242	11578	34995
1243	11587	34984
1244	11595	34974
1245	11604	34963
1246	11613	34952
1247	11622	34941
1248	11631	34933
1249	11640	34922
1250	11649	34912
1251	11659	34902
1252	11668	34893
1253	11677	34884
1254	11687	34875
1255	11696	34865
1256	11705	34855
1257	11714	34844
1258	11724	34836
1259	11732	34825
1260	11741	34814
1261	11750	34804
1262	11760	34796
1263	11768	34785
1264	11778	34775
1265	11786	34764
1266	11795	34754
1267	11805	34744
1268	11814	34735
1269	11823	34726
1270	11832	34716
1271	11842	34706
1272	11851	34698
1273	11861	34689
1274	11871	34683
1275	11881	34674
1276	11890	34664
1277	11899	34655
1278	11909	34647
1279	11918	34637
1280	11927	34626
1281	11935	34616
1282	11944	34605
1283	11953	34595
1284	11962	34584
1285	11972	34575
1286	11981	34565
1287	11989	34553
1288	11999	34546
1289	12008	34537
1290	12018	34528
1291	12028	34520
1292	12037	34511
1293	12046	34500
1294	12055	34490
1295	12064	34481
1296	12074	34472
1297	12083	34461
1298	12092	34451
1299	12101	34441
1300	12109	34430
1301	12119	34421
1302	12128	34411
1303	12137	34401
1304	12146	34391
1305	12155	34381
1306	12164	34370
1307	12173	34360
1308	12182	34350
1309	12191	34340
1310	12200	34331
1311	12210	34323
1312	12219	34314
1313	12228	34303
1314	12237	34292
1315	12246	34282
1316	12255	34271
1317	12264	34261
1318	12273	34251
1319	12282	34242
1320	12291	34232
1321	12300	34222
1322	12310	34213
1323	12318	34202
1324	12327	34191
1325	12336	34181
1326	12345	34170
1327	12354	34160
1328	12363	34150
1329	12372	34139
1330	12381	34129
1331	12390	34119
1332	12399	34109
1333	12408	34100
1334	12417	34090
1335	12426	34080
1336	12435	34069
1337	12444	34060
1338	12453	34050
1339	12462	34039
1340	12471	34029
1341	12481	34020
1342	12490	34011
1343	12499	34002
1344	12509	33995
1345	12520	33988
1346	12529	33978
1347	12539	33971
1348	12548	33961
1349	12557	33951
1350	12566	33942
1351	12575	33931
1352	12584	33922
1353	12593	33911
1354	12602	33902
1355	12612	33893
1356	12621	33882
1357	12630	33872
1358	12639	33863
1359	12648	33852
1360	12656	33841
1361	12665	33831
1362	12674	33821
1363	12683	33810
1364	12692	33800
1365	12702	33791
1366	12710	33780
1367	12720	33772
1368	12729	33763
1369	12738	33752
1370	12747	33743
1371	12756	33733
1372	12766	33724
1373	12774	33713
1374	12783	33703
1375	12793	33693
1376	12802	33684
1377	12811	33675
1378	12821	33665
1379	12829	33655
1380	12838	33645
1381	12848	33635
1382	12857	33625
1383	12865	33614
1384	12874	33604
1385	12883	33593
1386	12892	33584
1387	12901	33574
1388	12910	33563
1389	12919	33553
1390	12929	33545
1391	12937	33534
1392	12946	33523
1393	12956	33515
1394	12966	33508
1395	12975	33498
1396	12984	33489
1397	12994	33481
1398	13003	33470
1399	13012	33459
1400	13021	33449
1401	13030	33439
1402	13039	33430
1403	13049	33421
1404	13058	33412
1405	13067	33402
1406	13076	33392
1407	13085	33383
1408	13094	33373
1409	13103	33362
1410	13112	33353
1411	13121	33343
1412	13130	33332
1413	13139	33323
1414	13149	33313
1415	13158	33303
1416	13167	33293
1417	13176	33285
1418	13186	33276
1419	13196	33269
1420	13205	33261
1421	13214	33250
1422	13223	33239
1423	13232	33230
1424	13242	33221
1425	13250	33210
1426	13260	33201
1427	13269	33193
1428	13279	33184
1429	13288	33174
1430	13297	33165
1431	13306	33154
1432	13315	33144
1433	13324	33134
1434	13333	33125
1435	13343	33116
1436	13352	33106
1437	13361	33097
1438	13370	33087
1439	13380	33078
1440	13389	33069
1441	13398	33060
1442	13407	33049
1443	13416	33039
1444	13425	33029
1445	13434	33018
1446	13442	33007
1447	13452	32999
1448	13461	32988
1449	13470	32979
1450	13479	32969
1451	13489	32961
1452	13499	32953
1453	13508	32944
1454	13517	32934
1455	13527	32925
1456	13535	32914
1457	13544	32905
1458	13554	32895
1459	13563	32886
1460	13573	32878
1461	13583	32872
1462	13593	32864
1463	13602	32854
1464	13611	32844
1465	13621	32836
1466	13630	32826
1467	13639	32817
1468	13648	32807
1469	13658	32798
1470	13667	32789
1471	13677	32780
1472	13687	32774
1473	13698	32769
1474	13708	32760
1475	13718	32752
1476	13727	32744
1477	13737	32735
1478	13746	32725
1479	13756	32717
1480	13765	32708
1481	13774	32698
1482	13784	32690
1483	13793	32681
1484	13803	32672
1485	13812	32662
1486	13821	32652
1487	13830	32643
1488	13839	32632
1489	13848	32622
1490	13857	32613
1491	13866	32603
1492	13875	32593
1493	13885	32585
1494	13895	32576
1495	13904	32567
1496	13913	32557
1497	13923	32549
1498	13932	32539
1499	13941	32529
1500	13950	32520
1501	13959	32510
1502	13969	32501
1503	13977	32491
1504	13987	32481
1505	13996	32472
1506	14005	32462
1507	14015	32455
1508	14024	32445
1509	14033	32435
1510	14042	32425
1511	14051	32415
1512	14060	32404
1513	14069	32394
1514	14077	32383
1515	14086	32373
1516	14095	32362
1517	14104	32352
1518	14113	32343
1519	14123	32334
1520	14131	32324
1521	14140	32313
1522	14149	32302
1523	14158	32293
1524	14167	32284
1525	14177	32274
1526	14186	32264
1527	14194	32253
1528	14203	32242
1529	14212	32232
1530	14220	32222
1531	14229	32211
1532	14238	32201
1533	14247	32190
1534	14255	32179
1535	14264	32170
1536	14273	32160
1537	14282	32149
1538	14291	32139
1539	14300	32129
1540	14309	32118
1541	14318	32109
1542	14327	32100
1543	14336	32089
1544	14345	32079
1545	14353	32068
1546	14362	32057
1547	14370	32046
1548	14379	32036
1549	14388	32026
1550	14397	32015
1551	14406	32005
1552	14415	31995
1553	14424	31986
1554	14434	31978
1555	14442	31967
1556	14451	31956
1557	14460	31947
1558	14469	31937
1559	14478	31926
1560	14487	31916
1561	14496	31906
1562	14506	31899
1563	14515	31889
1564	14524	31880
1565	14533	31870
1566	14542	31859
1567	14551	31849
1568	14560	31839
1569	14569	31830
1570	14578	31820
1571	14587	31810
1572	14596	31800
1573	14605	31791
1574	14614	31780
1575	14623	31770
1576	14632	31761
1577	14641	31751
1578	14650	31740
1579	14659	31730
1580	14668	31721
1581	14677	31711
1582	14686	31701
1583	14695	31691
1584	14704	31681
1585	14713	31671
1586	14721	31661
1587	14730	31651
1588	14739	31640
1589	14748	31629
1590	14757	31619
1591	14766	31609
1592	14774	31599
1593	14783	31588
1594	14792	31578
1595	14800	31567
1596	14809	31557
1597	14818	31546
1598	14827	31537
1599	14836	31526
1600	14845	31517
1601	14853	31506
1602	14863	31497
1603	14871	31486
1604	14880	31476
1605	14890	31467
1606	14899	31457
1607	14908	31447
1608	14917	31438
1609	14925	31428
1610	14934	31417
1611	14943	31407
1612	14952	31397
1613	14961	31386
1614	14969	31376
1615	14978	31365
1616	14987	31355
1617	14995	31345
1618	15004	31334
1619	15013	31324
1620	15022	31313
1621	15030	31303
1622	15039	31292
1623	15048	31282
1624	15057	31272
1625	15065	31262
1626	15074	31251
1627	15083	31240
1628	15092	31231
1629	15104	31228
1630	15120	31233
1631	15134	31233
1632	15146	31229
1633	15156	31222
1634	15166	31214
1635	15177	31208
1636	15187	31200
1637	15196	31190
1638	15205	31180
1639	15214	31172
1640	15224	31163
1641	15233	31153
1642	15243	31145
1643	15252	31135
1644	15263	31129
1645	15275	31126
1646	15285	31118
1647	15295	31111
1648	15305	31102
1649	15314	31092
1650	15323	31082
1651	15331	31071
1652	15340	31061
1653	15349	31051
1654	15357	31040
1655	15366	31029
1656	15375	31019
1657	15384	31009
1658	15392	30998
1659	15401	30989
1660	15410	30978
1661	15419	30968
1662	15428	30958
1663	15437	30948
1664	15445	30938
1665	15454	30927
1666	15464	30919
1667	15472	30908
1668	15481	30898
1669	15490	30888
1670	15506	30891
1671	15514	30881
1672	15523	30870
1673	15532	30860
1674	15541	30850
