iter	Passed	Remaining
1675	15550	30840
1676	15559	30830
1677	15568	30820
1678	15578	30812
1679	15587	30803
1680	15596	30794
1681	15605	30784
1682	15614	30774
1683	15623	30764
1684	15632	30755
1685	15641	30744
1686	15650	30734
1687	15659	30725
1688	15669	30716
1689	15677	30706
1690	15687	30696
1691	15696	30687
1692	15704	30676
1693	15713	30666
1694	15722	30656
1695	15731	30647
1696	15740	30636
1697	15749	30626
1698	15758	30616
1699	15766	30606
1700	15775	30596
1701	15784	30585
1702	15793	30575
1703	15801	30565
1704	15811	30556
1705	15820	30546
1706	15829	30536
1707	15837	30525
1708	15846	30515
1709	15855	30506
1710	15864	30495
1711	15872	30484
1712	15881	30473
1713	15889	30463
1714	15898	30452
1715	15906	30442
1716	15916	30432
1717	15925	30422
1718	15934	30413
1719	15943	30404
1720	15952	30394
1721	15961	30384
1722	15970	30374
1723	15979	30364
1724	15987	30353
1725	15997	30344
1726	16006	30334
1727	16014	30324
1728	16024	30315
1729	16033	30305
1730	16057	30325
1731	16066	30314
1732	16075	30304
1733	16083	30293
1734	16092	30283
1735	16100	30272
1736	16109	30262
1737	16118	30252
1738	16128	30243
1739	16136	30233
1740	16146	30224
1741	16155	30214
1742	16163	30203
1743	16172	30193
1744	16181	30183
1745	16189	30172
1746	16198	30162
1747	16207	30152
1748	16216	30142
1749	16225	30132
1750	16234	30122
1751	16243	30113
1752	16252	30103
1753	16261	30094
1754	16271	30085
1755	16279	30075
1756	16288	30064
1757	16296	30053
1758	16305	30043
1759	16313	30032
1760	16322	30022
1761	16331	30011
1762	16340	30002
1763	16349	29992
1764	16357	29981
1765	16366	29971
1766	16375	29962
1767	16384	29951
1768	16394	29943
1769	16402	29932
1770	16411	29923
1771	16420	29913
1772	16429	29903
1773	16438	29892
1774	16447	29883
1775	16456	29874
1776	16466	29865
1777	16475	29856
1778	16485	29848
1779	16494	29838
1780	16503	29828
1781	16512	29818
1782	16521	29808
1783	16529	29798
1784	16539	29789
1785	16548	29779
1786	16556	29768
1787	16565	29759
1788	16574	29749
1789	16583	29738
1790	16591	29728
1791	16600	29718
1792	16609	29708
1793	16618	29698
1794	16627	29688
1795	16635	29677
1796	16645	29668
1797	16653	29658
1798	16662	29648
1799	16671	29638
1800	16680	29627
1801	16688	29617
1802	16697	29607
1803	16705	29596
1804	16714	29585
1805	16723	29576
1806	16732	29566
1807	16741	29556
1808	16749	29545
1809	16758	29536
1810	16767	29526
1811	16777	29517
1812	16786	29508
1813	16795	29498
1814	16803	29487
1815	16812	29478
1816	16821	29467
1817	16830	29457
1818	16838	29447
1819	16847	29437
1820	16856	29427
1821	16865	29417
1822	16874	29408
1823	16883	29397
1824	16891	29387
1825	16900	29376
1826	16908	29366
1827	16917	29356
1828	16926	29345
1829	16934	29335
1830	16943	29325
1831	16952	29314
1832	16960	29304
1833	16969	29294
1834	16978	29284
1835	16987	29275
1836	16996	29265
1837	17005	29255
1838	17013	29244
1839	17022	29234
1840	17031	29224
1841	17040	29214
1842	17048	29204
1843	17057	29193
1844	17066	29183
1845	17075	29174
1846	17084	29164
1847	17092	29154
1848	17101	29144
1849	17110	29134
1850	17119	29124
1851	17128	29114
1852	17137	29104
1853	17146	29094
1854	17155	29085
1855	17163	29074
1856	17172	29064
1857	17181	29054
1858	17190	29044
1859	17198	29034
1860	17207	29024
1861	17216	29014
1862	17225	29004
1863	17233	28994
1864	17242	28984
1865	17251	28973
1866	17259	28963
1867	17268	28953
1868	17277	28944
1869	17286	28933
1870	17295	28924
1871	17304	28914
1872	17313	28904
1873	17322	28894
1874	17330	28884
1875	17339	28874
1876	17348	28864
1877	17357	28854
1878	17366	28845
1879	17375	28835
1880	17383	28825
1881	17392	28814
1882	17401	28804
1883	17409	28794
1884	17418	28784
1885	17427	28774
1886	17435	28764
1887	17445	28754
1888	17454	28746
1889	17464	28737
1890	17473	28727
1891	17482	28718
1892	17491	28708
1893	17500	28699
1894	17509	28689
1895	17517	28678
1896	17526	28668
1897	17536	28660
1898	17545	28650
1899	17553	28640
1900	17562	28630
1901	17571	28621
1902	17580	28610
1903	17589	28600
1904	17597	28590
1905	17606	28580
1906	17615	28570
1907	17623	28560
1908	17632	28550
1909	17641	28540
1910	17650	28530
1911	17658	28520
1912	17667	28510
1913	17676	28500
1914	17685	28489
1915	17694	28480
1916	17703	28471
1917	17712	28461
1918	17721	28452
1919	17730	28442
1920	17739	28432
1921	17748	28422
1922	17757	28413
1923	17766	28403
1924	17774	28392
1925	17783	28383
1926	17792	28373
1927	17801	28363
1928	17809	28353
1929	17818	28343
1930	17827	28333
1931	17836	28323
1932	17845	28314
1933	17853	28303
1934	17862	28293
1935	17871	28284
1936	17880	28275
1937	17890	28265
1938	17899	28256
1939	17908	28246
1940	17916	28236
1941	17925	28226
1942	17934	28216
1943	17942	28206
1944	17951	28196
1945	17960	28186
1946	17969	28176
1947	17977	28166
1948	17986	28156
1949	17995	28146
1950	18004	28136
1951	18013	28127
1952	18021	28117
1953	18030	28107
1954	18039	28096
1955	18047	28086
1956	18056	28076
1957	18065	28066
1958	18074	28057
1959	18083	28047
1960	18092	28038
1961	18101	28028
1962	18110	28019
1963	18119	28010
1964	18128	27999
1965	18137	27990
1966	18146	27980
1967	18154	27970
1968	18163	27960
1969	18172	27950
1970	18181	27940
1971	18190	27930
1972	18198	27921
1973	18207	27910
1974	18216	27901
1975	18225	27891
1976	18234	27881
1977	18243	27872
1978	18252	27862
1979	18260	27852
1980	18269	27842
1981	18278	27833
1982	18287	27823
1983	18297	27814
1984	18305	27804
1985	18314	27794
1986	18323	27784
1987	18332	27775
1988	18341	27765
1989	18349	27755
1990	18358	27745
1991	18367	27735
1992	18375	27724
1993	18384	27715
1994	18393	27705
1995	18402	27695
1996	18411	27686
1997	18420	27676
1998	18428	27666
1999	18453	27679
2000	18466	27676
2001	18476	27668
2002	18486	27659
2003	18495	27651
2004	18505	27643
2005	18515	27635
2006	18525	27626
2007	18534	27616
2008	18544	27608
2009	18553	27599
2010	18563	27591
2011	18573	27583
2012	18583	27575
2013	18594	27568
2014	18603	27559
2015	18612	27549
2016	18622	27541
2017	18632	27532
2018	18640	27522
2019	18650	27513
2020	18659	27505
2021	18669	27496
2022	18678	27487
2023	18687	27477
2024	18697	27468
2025	18706	27459
2026	18715	27450
2027	18725	27441
2028	18735	27433
2029	18744	27424
2030	18753	27415
2031	18762	27405
2032	18771	27395
2033	18781	27386
2034	18790	27378
2035	18799	27368
2036	18809	27359
2037	18818	27351
2038	18828	27342
2039	18837	27333
2040	18847	27324
2041	18857	27316
2042	18866	27307
2043	18876	27298
2044	18886	27290
2045	18895	27281
2046	18904	27272
2047	18913	27262
2048	18923	27253
2049	18932	27244
2050	18941	27234
2051	18950	27224
2052	18959	27215
2053	18967	27205
2054	18977	27196
2055	18986	27187
2056	18995	27177
2057	19004	27167
2058	19013	27158
2059	19023	27149
2060	19032	27140
2061	19042	27132
2062	19052	27124
2063	19061	27114
2064	19071	27106
2065	19080	27097
2066	19089	27087
2067	19098	27077
2068	19108	27069
2069	19118	27061
2070	19127	27051
2071	19135	27041
2072	19144	27031
2073	19153	27021
2074	19162	27011
2075	19171	27002
2076	19180	26993
2077	19189	26982
2078	19198	26973
2079	19206	26963
2080	19215	26954
2081	19224	26944
2082	19234	26935
2083	19244	26927
2084	19254	26918
2085	19264	26910
2086	19273	26902
2087	19282	26892
2088	19291	26882
2089	19300	26873
2090	19309	26863
2091	19318	26853
2092	19327	26844
2093	19336	26834
2094	19345	26825
2095	19354	26815
2096	19363	26806
2097	19372	26796
2098	19381	26787
2099	19390	26777
2100	19399	26767
2101	19408	26758
2102	19417	26749
2103	19427	26740
2104	19436	26731
2105	19445	26721
2106	19454	26712
2107	19463	26702
2108	19472	26692
2109	19481	26682
2110	19489	26672
2111	19499	26664
2112	19508	26654
2113	19517	26645
2114	19526	26636
2115	19536	26626
2116	19544	26616
2117	19553	26607
2118	19562	26597
2119	19571	26587
2120	19581	26579
2121	19590	26570
2122	19600	26561
2123	19609	26551
2124	19619	26543
2125	19628	26534
2126	19636	26524
2127	19646	26515
2128	19655	26506
2129	19664	26496
2130	19673	26487
2131	19682	26477
2132	19692	26468
2133	19701	26458
2134	19710	26449
2135	19719	26440
2136	19727	26430
2137	19737	26420
2138	19746	26411
2139	19755	26401
2140	19763	26391
2141	19773	26383
2142	19782	26373
2143	19790	26363
2144	19800	26354
2145	19809	26345
2146	19818	26335
2147	19828	26326
2148	19837	26317
2149	19845	26307
2150	19854	26297
2151	19863	26288
2152	19872	26278
2153	19881	26268
2154	19890	26258
2155	19898	26248
2156	19907	26239
2157	19916	26229
2158	19925	26220
2159	19934	26210
2160	19943	26200
2161	19953	26191
2162	19962	26183
2163	19972	26174
2164	19981	26164
2165	19990	26155
2166	19999	26145
2167	20008	26136
2168	20017	26127
2169	20027	26118
2170	20036	26109
2171	20046	26101
2172	20055	26092
2173	20079	26101
2174	20088	26091
2175	20097	26082
2176	20106	26072
2177	20115	26062
2178	20124	26053
2179	20133	26043
2180	20141	26033
2181	20151	26024
2182	20159	26014
2183	20169	26006
2184	20178	25996
2185	20187	25986
2186	20196	25977
2187	20206	25968
2188	20215	25960
2189	20224	25950
2190	20235	25943
2191	20244	25933
2192	20253	25924
2193	20263	25915
2194	20272	25906
2195	20281	25897
2196	20290	25887
2197	20299	25878
2198	20309	25869
2199	20317	25858
2200	20326	25849
2201	20335	25839
2202	20344	25830
2203	20354	25821
2204	20363	25811
2205	20372	25803
2206	20382	25794
2207	20391	25784
2208	20400	25775
2209	20409	25765
2210	20418	25756
2211	20427	25747
2212	20436	25737
2213	20445	25727
2214	20454	25718
2215	20462	25707
2216	20471	25697
2217	20480	25688
2218	20489	25678
2219	20497	25668
2220	20507	25659
2221	20516	25649
2222	20524	25639
2223	20534	25630
2224	20542	25620
2225	20551	25611
2226	20560	25601
2227	20570	25592
2228	20579	25583
2229	20588	25573
2230	20597	25564
2231	20605	25554
2232	20614	25544
2233	20623	25534
2234	20632	25524
2235	20641	25516
2236	20651	25507
2237	20660	25498
2238	20669	25488
2239	20678	25478
2240	20686	25468
2241	20695	25458
2242	20705	25450
2243	20714	25440
2244	20723	25431
2245	20732	25422
2246	20741	25412
2247	20751	25403
2248	20760	25394
2249	20770	25386
2250	20779	25376
2251	20788	25366
2252	20797	25357
2253	20806	25348
2254	20816	25339
2255	20824	25329
2256	20834	25320
2257	20843	25310
2258	20851	25301
2259	20860	25291
2260	20870	25282
2261	20878	25272
2262	20888	25263
2263	20898	25254
2264	20907	25245
2265	20917	25237
2266	20926	25228
2267	20935	25218
2268	20944	25209
2269	20954	25201
2270	20963	25191
2271	20972	25182
2272	20981	25172
2273	20991	25164
2274	21002	25156
2275	21010	25146
2276	21020	25138
2277	21030	25130
2278	21041	25121
2279	21050	25112
2280	21059	25102
2281	21068	25093
2282	21077	25084
2283	21086	25074
2284	21095	25065
2285	21104	25055
2286	21113	25046
2287	21122	25036
2288	21131	25027
2289	21140	25018
2290	21150	25008
2291	21159	24999
2292	21167	24989
2293	21176	24980
2294	21186	24970
2295	21194	24960
2296	21203	24951
2297	21212	24941
2298	21221	24931
2299	21230	24922
2300	21239	24913
2301	21248	24903
2302	21256	24893
2303	21265	24883
2304	21274	24874
2305	21283	24864
2306	21293	24855
2307	21302	24846
2308	21311	24836
2309	21320	24828
2310	21330	24819
2311	21339	24809
2312	21348	24800
2313	21357	24790
2314	21366	24781
2315	21374	24771
2316	21384	24762
2317	21393	24752
2318	21402	24743
2319	21411	24734
2320	21421	24725
2321	21429	24715
2322	21439	24707
2323	21448	24697
2324	21458	24688
2325	21466	24678
2326	21475	24669
2327	21485	24659
2328	21493	24650
2329	21503	24641
2330	21513	24632
2331	21521	24622
2332	21531	24614
2333	21540	24604
2334	21549	24594
2335	21558	24585
2336	21567	24575
2337	21576	24566
2338	21584	24556
2339	21593	24547
2340	21602	24537
2341	21611	24527
2342	21620	24518
2343	21629	24508
2344	21638	24499
2345	21647	24489
2346	21657	24480
2347	21666	24471
2348	21676	24463
2349	21686	24455
2350	21696	24446
2351	21705	24437
2352	21715	24428
2353	21724	24419
2354	21733	24409
2355	21741	24399
2356	21750	24390
2357	21759	24380
2358	21768	24370
2359	21777	24361
2360	21786	24352
2361	21795	24342
2362	21804	24332
2363	21813	24323
2364	21822	24313
2365	21831	24304
2366	21840	24295
2367	21849	24285
2368	21858	24275
2369	21867	24266
2370	21876	24256
2371	21884	24246
2372	21894	24237
2373	21903	24228
2374	21912	24218
2375	21921	24209
2376	21931	24201
2377	21940	24191
2378	21949	24181
2379	21958	24172
2380	21967	24162
2381	21976	24153
2382	21985	24144
2383	21994	24134
2384	22003	24125
2385	22013	24117
2386	22024	24109
2387	22034	24101
2388	22043	24091
2389	22052	24082
2390	22062	24074
2391	22072	24065
2392	22081	24055
2393	22091	24047
2394	22099	24037
2395	22108	24027
2396	22117	24018
2397	22126	24009
2398	22135	23999
2399	22144	23990
2400	22153	23980
2401	22162	23971
2402	22171	23961
2403	22180	23952
2404	22189	23942
2405	22198	23933
2406	22207	23923
2407	22216	23914
2408	22225	23904
2409	22234	23895
2410	22244	23886
2411	22253	23877
2412	22263	23869
2413	22273	23860
2414	22283	23852
2415	22292	23842
2416	22301	23833
2417	22310	23823
2418	22319	23814
2419	22328	23804
2420	22337	23795
2421	22346	23785
2422	22356	23777
2423	22365	23767
2424	22374	23758
2425	22383	23749
2426	22392	23739
2427	22401	23730
2428	22410	23720
2429	22420	23712
2430	22429	23703
2431	22438	23693
2432	22448	23684
2433	22457	23675
2434	22466	23665
2435	22475	23656
2436	22485	23647
2437	22494	23638
2438	22503	23629
2439	22512	23619
2440	22521	23610
2441	22530	23600
2442	22539	23590
2443	22548	23581
2444	22556	23571
2445	22565	23561
2446	22574	23552
2447	22583	23542
2448	22592	23532
2449	22601	23523
2450	22610	23514
2451	22620	23505
2452	22630	23497
2453	22639	23488
2454	22648	23478
2455	22658	23470
2456	22667	23461
2457	22676	23451
2458	22685	23441
2459	22693	23431
2460	22702	23422
2461	22711	23412
2462	22720	23403
2463	22729	23393
2464	22738	23384
2465	22747	23374
2466	22756	23365
2467	22765	23355
2468	22774	23346
2469	22784	23337
2470	22792	23327
2471	22801	23318
2472	22811	23309
2473	22820	23299
2474	22829	23290
2475	22838	23281
2476	22847	23271
2477	22855	23261
2478	22865	23252
2479	22874	23243
2480	22882	23233
2481	22891	23223
2482	22901	23214
2483	22909	23204
2484	22918	23195
2485	22927	23186
2486	22936	23176
2487	22945	23166
2488	22954	23157
2489	22963	23147
2490	22972	23138
2491	22981	23129
2492	22990	23119
2493	23000	23110
2494	23009	23101
2495	23018	23092
2496	23027	23082
2497	23036	23073
2498	23045	23064
2499	23054	23054
2500	23064	23046
2501	23073	23037
2502	23082	23027
2503	23091	23017
2504	23100	23007
2505	23108	22998
2506	23117	22988
2507	23126	22978
2508	23135	22969
2509	23143	22959
2510	23152	22950
2511	23161	22940
2512	23170	22930
2513	23179	22921
2514	23188	22912
2515	23197	22902
2516	23206	22893
2517	23216	22884
2518	23224	22874
2519	23234	22865
2520	23243	22856
2521	23251	22846
2522	23260	22836
2523	23270	22827
2524	23278	22817
2525	23287	22807
2526	23296	22799
2527	23305	22789
2528	23315	22780
2529	23323	22770
2530	23332	22761
2531	23341	22751
2532	23350	22742
2533	23360	22733
2534	23368	22723
2535	23378	22714
2536	23387	22705
2537	23397	22696
2538	23407	22688
2539	23416	22679
2540	23426	22670
2541	23435	22661
2542	23444	22651
2543	23454	22643
2544	23463	22634
2545	23473	22624
2546	23482	22616
2547	23492	22606
2548	23501	22597
2549	23510	22588
2550	23519	22579
2551	23529	22570
2552	23538	22560
2553	23547	22552
2554	23557	22542
2555	23566	22533
2556	23575	22524
2557	23585	22515
2558	23594	22506
2559	23603	22497
2560	23612	22487
2561	23621	22478
2562	23631	22469
2563	23640	22459
2564	23649	22450
2565	23658	22441
2566	23666	22431
2567	23676	22422
2568	23685	22413
2569	23694	22403
2570	23703	22394
2571	23712	22385
2572	23721	22375
2573	23730	22366
2574	23739	22356
2575	23748	22347
2576	23758	22338
2577	23767	22329
2578	23777	22320
2579	23786	22310
2580	23794	22301
2581	23803	22291
2582	23811	22281
2583	23820	22271
2584	23829	22261
2585	23837	22252
2586	23846	22242
2587	23855	22233
2588	23864	22223
2589	23873	22213
2590	23881	22204
2591	23890	22194
2592	23899	22184
2593	23907	22175
2594	23916	22165
2595	23925	22155
2596	23934	22146
2597	23943	22137
2598	23952	22127
2599	23961	22118
2600	23970	22109
2601	23980	22100
2602	23989	22090
2603	23998	22081
2604	24007	22071
2605	24015	22062
2606	24024	22052
2607	24033	22042
2608	24041	22033
2609	24050	22023
2610	24059	22013
2611	24068	22004
2612	24076	21994
2613	24085	21984
2614	24094	21975
2615	24103	21965
2616	24111	21955
2617	24120	21946
2618	24129	21937
2619	24138	21927
2620	24147	21917
2621	24156	21908
2622	24165	21899
2623	24174	21889
2624	24183	21880
2625	24192	21870
2626	24201	21861
2627	24209	21851
2628	24218	21841
2629	24227	21832
2630	24236	21823
2631	24245	21813
2632	24254	21804
2633	24263	21795
2634	24272	21785
2635	24281	21776
2636	24290	21766
2637	24299	21756
2638	24307	21747
2639	24316	21737
2640	24325	21728
2641	24334	21718
2642	24343	21709
2643	24352	21699
2644	24361	21690
2645	24370	21680
2646	24378	21670
2647	24387	21661
2648	24396	21651
2649	24405	21642
2650	24413	21632
2651	24422	21622
2652	24431	21613
2653	24439	21603
2654	24449	21594
2655	24457	21584
2656	24466	21574
2657	24475	21565
2658	24483	21555
2659	24492	21546
2660	24501	21536
2661	24510	21526
2662	24518	21517
2663	24527	21507
2664	24536	21497
2665	24545	21488
2666	24554	21479
2667	24563	21469
2668	24571	21459
2669	24580	21450
2670	24589	21440
2671	24597	21430
2672	24606	21421
2673	24615	21411
2674	24624	21402
2675	24633	21392
2676	24641	21383
2677	24650	21373
2678	24659	21364
2679	24668	21354
2680	24676	21344
2681	24685	21335
2682	24694	21325
2683	24702	21315
2684	24711	21306
2685	24720	21296
2686	24730	21287
2687	24740	21279
2688	24749	21270
2689	24758	21260
2690	24767	21251
2691	24776	21242
2692	24785	21232
2693	24793	21223
2694	24802	21213
2695	24811	21203
2696	24820	21194
2697	24828	21184
2698	24837	21175
2699	24846	21165
2700	24855	21155
2701	24863	21146
2702	24872	21136
2703	24881	21127
2704	24890	21117
2705	24899	21108
2706	24907	21098
2707	24916	21089
2708	24925	21079
2709	24934	21070
2710	24943	21060
2711	24952	21051
2712	24961	21042
2713	24970	21032
2714	24979	21023
2715	24987	21013
2716	24996	21003
2717	25005	20994
2718	25014	20984
2719	25023	20975
2720	25031	20965
2721	25040	20956
2722	25049	20946
2723	25058	20936
2724	25066	20927
2725	25075	20918
2726	25084	20908
2727	25093	20899
2728	25102	20889
2729	25110	20879
2730	25120	20870
2731	25129	20861
2732	25138	20852
2733	25147	20842
2734	25156	20833
2735	25165	20823
2736	25173	20814
2737	25182	20804
2738	25191	20795
2739	25200	20785
2740	25209	20776
2741	25218	20766
2742	25226	20757
2743	25235	20747
2744	25244	20738
2745	25254	20729
2746	25263	20720
2747	25272	20711
2748	25281	20701
2749	25290	20692
2750	25299	20682
2751	25308	20673
2752	25317	20664
2753	25326	20654
2754	25334	20645
2755	25343	20635
2756	25352	20625
2757	25361	20616
2758	25369	20606
2759	25378	20597
2760	25387	20587
2761	25395	20577
2762	25405	20568
2763	25413	20558
2764	25422	20549
2765	25431	20539
2766	25439	20530
2767	25448	20520
2768	25457	20511
2769	25465	20501
2770	25474	20492
2771	25483	20482
2772	25492	20473
2773	25501	20463
2774	25510	20454
2775	25519	20444
2776	25527	20435
2777	25536	20425
2778	25545	20416
2779	25554	20406
2780	25563	20397
2781	25572	20387
2782	25580	20378
2783	25589	20368
2784	25597	20358
2785	25606	20349
2786	25615	20339
2787	25624	20330
2788	25633	20321
2789	25642	20311
2790	25651	20302
2791	25660	20292
2792	25669	20283
2793	25678	20274
2794	25686	20264
2795	25695	20254
2796	25704	20245
2797	25712	20235
2798	25721	20226
2799	25730	20216
2800	25739	20207
2801	25748	20198
2802	25757	20188
2803	25766	20179
2804	25775	20169
2805	25784	20160
2806	25792	20150
2807	25801	20141
2808	25810	20131
2809	25818	20122
2810	25828	20113
2811	25836	20103
2812	25846	20094
2813	25855	20085
2814	25865	20076
2815	25874	20067
2816	25884	20058
2817	25893	20049
2818	25902	20040
2819	25911	20030
2820	25920	20021
2821	25929	20012
2822	25937	20002
2823	25947	19993
2824	25955	19983
2825	25965	19974
2826	25973	19964
2827	25982	19955
2828	25991	19946
2829	26000	19936
2830	26009	19927
2831	26017	19917
2832	26027	19908
2833	26036	19899
2834	26045	19889
2835	26054	19880
2836	26062	19871
2837	26071	19861
2838	26080	19851
2839	26089	19842
2840	26098	19833
2841	26107	19823
2842	26115	19814
2843	26124	19804
2844	26133	19795
2845	26142	19785
2846	26151	19776
2847	26159	19766
2848	26168	19757
2849	26177	19747
2850	26185	19738
2851	26194	19728
2852	26203	19719
2853	26212	19709
2854	26221	19700
2855	26229	19690
2856	26238	19681
2857	26247	19671
2858	26266	19669
2859	26281	19665
2860	26292	19657
2861	26302	19649
2862	26313	19640
2863	26322	19631
2864	26331	19622
2865	26340	19613
2866	26350	19604
2867	26359	19595
2868	26369	19586
2869	26378	19577
2870	26388	19568
2871	26397	19559
2872	26407	19550
2873	26418	19542
2874	26429	19534
2875	26439	19526
2876	26449	19517
2877	26458	19507
2878	26478	19506
2879	26486	19497
2880	26495	19487
2881	26504	19478
2882	26513	19469
2883	26522	19459
2884	26531	19450
2885	26540	19440
2886	26549	19431
2887	26557	19421
2888	26566	19411
2889	26574	19402
2890	26583	19393
2891	26592	19383
2892	26601	19374
2893	26610	19364
2894	26619	19355
2895	26628	19346
2896	26637	19336
2897	26646	19327
2898	26654	19317
2899	26663	19307
2900	26672	19298
2901	26680	19288
2902	26689	19279
2903	26697	19269
2904	26706	19259
2905	26715	19250
2906	26723	19240
2907	26732	19231
2908	26741	19221
2909	26750	19212
2910	26759	19203
2911	26768	19194
2912	26777	19184
2913	26786	19174
2914	26795	19165
2915	26804	19156
2916	26813	19147
2917	26821	19137
2918	26830	19128
2919	26839	19118
2920	26848	19109
2921	26857	19099
2922	26866	19090
2923	26874	19080
2924	26883	19071
2925	26892	19061
2926	26901	19052
2927	26910	19042
2928	26919	19033
2929	26928	19024
2930	26937	19015
2931	26946	19005
2932	26954	18996
2933	26964	18987
2934	26973	18977
2935	26982	18968
2936	26990	18958
2937	27000	18949
2938	27009	18940
2939	27017	18930
2940	27026	18921
2941	27035	18912
2942	27044	18902
2943	27052	18892
2944	27061	18883
2945	27070	18874
2946	27079	18864
2947	27088	18855
2948	27097	18845
2949	27106	18836
2950	27114	18826
2951	27123	18817
2952	27132	18808
2953	27141	18798
2954	27150	18789
2955	27159	18779
2956	27167	18770
2957	27176	18761
2958	27186	18752
2959	27195	18742
2960	27203	18733
2961	27212	18723
2962	27221	18714
2963	27230	18704
2964	27238	18695
2965	27247	18685
2966	27256	18676
2967	27265	18666
2968	27274	18657
2969	27283	18648
2970	27292	18638
2971	27300	18629
2972	27310	18620
2973	27319	18611
2974	27328	18601
2975	27338	18592
2976	27348	18584
2977	27357	18575
2978	27366	18565
2979	27375	18556
2980	27385	18548
2981	27395	18539
2982	27403	18529
2983	27412	18520
2984	27422	18511
2985	27430	18501
2986	27439	18492
2987	27449	18483
2988	27457	18473
2989	27466	18464
2990	27475	18455
2991	27484	18445
2992	27494	18436
2993	27503	18427
2994	27512	18417
2995	27520	18408
2996	27529	18399
2997	27539	18390
2998	27547	18380
2999	27557	18371
3000	27567	18362
3001	27576	18353
3002	27585	18344
3003	27594	18335
3004	27603	18325
3005	27612	18316
3006	27621	18307
3007	27630	18297
3008	27639	18288
3009	27648	18279
3010	27657	18270
3011	27666	18260
3012	27675	18251
3013	27685	18242
3014	27693	18233
3015	27702	18223
3016	27712	18214
3017	27721	18205
3018	27730	18196
3019	27740	18187
3020	27749	18177
3021	27757	18168
3022	27767	18159
3023	27777	18150
3024	27786	18141
3025	27795	18132
3026	27804	18123
3027	27814	18114
3028	27822	18104
3029	27831	18095
3030	27840	18086
3031	27849	18076
3032	27859	18067
3033	27868	18058
3034	27877	18048
3035	27886	18039
3036	27895	18030
3037	27904	18021
3038	27913	18011
3039	27922	18002
3040	27932	17993
3041	27940	17984
3042	27949	17974
3043	27959	17965
3044	27968	17956
3045	27977	17947
3046	27986	17938
3047	27995	17928
3048	28004	17919
3049	28013	17910
3050	28022	17900
3051	28030	17891
3052	28039	17881
3053	28048	17872
3054	28057	17863
3055	28068	17855
3056	28077	17846
3057	28087	17836
3058	28096	17827
3059	28105	17818
3060	28114	17809
3061	28124	17800
3062	28133	17791
3063	28142	17782
3064	28151	17772
3065	28160	17763
3066	28169	17753
3067	28177	17744
3068	28186	17734
3069	28195	17725
3070	28204	17716
3071	28213	17706
3072	28222	17697
3073	28232	17688
3074	28241	17679
3075	28250	17670
3076	28260	17661
3077	28269	17652
3078	28279	17643
3079	28289	17634
3080	28299	17626
3081	28308	17616
3082	28317	17607
3083	28327	17599
3084	28338	17590
3085	28347	17581
3086	28357	17572
3087	28367	17564
3088	28376	17555
3089	28386	17546
3090	28395	17537
3091	28406	17528
3092	28415	17519
3093	28424	17510
3094	28434	17501
3095	28443	17492
3096	28453	17483
3097	28462	17474
3098	28472	17465
3099	28481	17456
3100	28491	17447
3101	28501	17438
3102	28511	17430
3103	28520	17421
3104	28529	17411
3105	28539	17402
3106	28548	17393
3107	28557	17384
3108	28566	17375
3109	28575	17365
3110	28584	17356
3111	28593	17347
3112	28603	17338
3113	28612	17329
3114	28622	17320
3115	28631	17311
3116	28641	17302
3117	28649	17292
3118	28658	17283
3119	28668	17274
3120	28677	17265
3121	28687	17256
3122	28696	17247
3123	28706	17238
3124	28715	17229
3125	28725	17220
3126	28734	17211
3127	28743	17201
3128	28752	17192
3129	28761	17183
3130	28769	17173
3131	28778	17164
3132	28787	17154
3133	28796	17145
3134	28805	17136
3135	28815	17127
3136	28824	17118
3137	28833	17108
3138	28842	17099
3139	28851	17090
3140	28861	17081
3141	28870	17072
3142	28880	17063
3143	28889	17054
3144	28899	17045
3145	28908	17036
3146	28917	17027
3147	28926	17018
3148	28935	17008
3149	28944	16999
3150	28954	16990
3151	28963	16981
3152	28972	16971
3153	28981	16962
3154	28989	16952
3155	28999	16943
3156	29008	16934
3157	29017	16925
3158	29026	16916
3159	29036	16907
3160	29045	16897
3161	29055	16889
3162	29064	16879
3163	29073	16870
3164	29082	16861
3165	29091	16852
3166	29101	16843
3167	29110	16834
3168	29119	16824
3169	29128	16815
3170	29137	16806
3171	29146	16796
3172	29155	16787
3173	29164	16778
3174	29172	16768
3175	29181	16759
3176	29191	16750
3177	29200	16740
3178	29208	16731
3179	29218	16722
3180	29228	16713
3181	29236	16704
3182	29246	16695
3183	29255	16686
3184	29265	16677
3185	29274	16667
3186	29283	16658
3187	29291	16649
3188	29300	16639
3189	29309	16630
3190	29318	16621
3191	29327	16611
3192	29337	16602
3193	29346	16593
3194	29355	16584
3195	29364	16575
3196	29373	16565
3197	29382	16556
3198	29391	16546
3199	29400	16537
3200	29409	16528
3201	29418	16519
3202	29428	16510
3203	29436	16500
3204	29445	16491
3205	29455	16482
3206	29464	16473
3207	29473	16464
3208	29483	16455
3209	29492	16445
3210	29500	16436
3211	29509	16427
3212	29524	16420
3213	29533	16411
3214	29542	16402
3215	29551	16392
3216	29560	16383
3217	29569	16374
3218	29578	16365
3219	29587	16356
3220	29596	16346
3221	29605	16337
3222	29614	16327
3223	29623	16318
3224	29633	16309
3225	29642	16300
3226	29651	16291
3227	29660	16282
3228	29669	16272
