iter	Logloss
474	0.2533586087
475	0.2532717187
476	0.2531176979
477	0.252943702
478	0.2528611665
479	0.2527674833
480	0.2526810326
481	0.2525267113
482	0.2524503145
483	0.2523169453
484	0.2521807546
485	0.2520822217
486	0.251998099
487	0.2518957868
488	0.25179824
489	0.251717841
490	0.2516212245
491	0.2515264137
492	0.2514384239
493	0.2513442727
494	0.2512567261
495	0.2511693956
496	0.2510895459
497	0.2510059429
498	0.2508930028
499	0.2508308484
500	0.2506853719
501	0.2505962101
502	0.2505325223
503	0.2504545645
504	0.2503884389
505	0.2503033567
506	0.250213452
507	0.2501375171
508	0.2500306337
509	0.2499402657
510	0.2498592382
511	0.2497699927
512	0.2496579331
513	0.2495222074
514	0.2494185351
515	0.2493326436
516	0.2492590926
517	0.2491719021
518	0.2491029254
519	0.249022524
520	0.2489342377
521	0.2488596982
522	0.248764099
523	0.2486875638
524	0.2485990552
525	0.2485076473
526	0.2484129242
527	0.2483474013
528	0.2482721106
529	0.2481820698
530	0.2481023596
531	0.2480183707
532	0.2479384648
533	0.2478642571
534	0.2477856957
535	0.2476940107
536	0.2476137236
537	0.247562197
538	0.2474816086
539	0.2474141675
540	0.2473410207
541	0.2472791393
542	0.2471796806
543	0.2470934236
544	0.2470013276
545	0.2469089858
546	0.2468340651
547	0.2467786497
548	0.2466784433
549	0.246607907
550	0.2465169646
551	0.2464412785
552	0.246343461
553	0.2462542654
554	0.2461477961
555	0.2460875573
556	0.2460055438
557	0.245933803
558	0.2458799778
559	0.2457953314
560	0.2457255895
561	0.2456457679
562	0.245582682
563	0.2455095443
564	0.2454461877
565	0.2453832386
566	0.2452826022
567	0.2452150474
568	0.2451422923
569	0.2450549092
570	0.2449876034
571	0.2449228216
572	0.2448446695
573	0.2447592837
574	0.2446774618
575	0.2446148673
576	0.2445362246
577	0.2444478572
578	0.2443655417
579	0.2442641849
580	0.2441151782
581	0.2440354116
582	0.243961341
583	0.2438917921
584	0.2438134226
585	0.2437478714
586	0.2436510667
587	0.2435461272
588	0.2434168948
589	0.2433367964
590	0.243269463
591	0.2431763849
592	0.2431162301
593	0.2430408977
594	0.2429500133
595	0.2428751224
596	0.2428088424
597	0.2427330179
598	0.2426775476
599	0.2425527763
600	0.2424815276
601	0.2423957028
602	0.2422940365
603	0.242209337
604	0.2421438953
605	0.2420412875
606	0.2419904754
607	0.2419161716
608	0.2418393642
609	0.2417651855
610	0.2416809235
611	0.2416271511
612	0.2415625876
613	0.2414963006
614	0.2414240393
615	0.24136624
616	0.2412957052
617	0.2412355218
618	0.24113965
619	0.2410190168
620	0.2409646695
621	0.2408932019
622	0.2408350199
623	0.2407683786
624	0.2407019685
625	0.2406054238
626	0.2405397379
627	0.2404857211
628	0.2404210448
629	0.2403266777
630	0.2402692153
631	0.2401888469
632	0.2401131092
633	0.2400195922
634	0.239973792
635	0.2398995302
636	0.2398484169
637	0.2397635456
638	0.2396861433
639	0.2395941892
640	0.2395183669
641	0.2394663504
642	0.2393980899
643	0.239333636
644	0.2392571581
645	0.23918035
646	0.239098943
647	0.2390039452
648	0.238924728
649	0.2388667659
650	0.2388132943
651	0.2387479913
652	0.2386753449
653	0.2386104794
654	0.2385644867
655	0.238496334
656	0.2384393033
657	0.2383803268
658	0.2382897614
659	0.2382345666
660	0.2381717005
661	0.2381159009
662	0.2380381902
663	0.2379537671
664	0.2378519278
665	0.2377785676
666	0.2377130168
667	0.2376528086
668	0.237590409
669	0.2375295427
670	0.2374571991
671	0.2373949334
672	0.237328997
673	0.237259557
674	0.2371860075
675	0.2371241824
676	0.2370155759
677	0.2369543525
678	0.2369034574
679	0.2368464251
680	0.2367708137
681	0.2367130168
682	0.2366572171
683	0.236604295
684	0.2365397598
685	0.2364895768
686	0.2364400778
687	0.2363652401
688	0.2363026746
689	0.2362074625
690	0.2361469787
691	0.2360746071
692	0.2360097947
693	0.2359505168
694	0.2358835687
695	0.2358283931
696	0.235785552
697	0.2357295331
698	0.2356822256
699	0.235627772
700	0.2355644419
701	0.2355085608
702	0.2354542418
703	0.2354049362
704	0.2353480697
705	0.2352284502
706	0.2351717747
707	0.2351073183
708	0.2350420692
709	0.2349821921
710	0.2349341193
711	0.2348674191
712	0.2348104425
713	0.2347348708
714	0.2346564267
715	0.2346017799
716	0.2345422017
717	0.2344753073
718	0.2344319169
719	0.2343516581
720	0.2342788231
721	0.2342219293
722	0.2341593663
723	0.2340999797
724	0.2340368641
725	0.2339819142
726	0.2339205006
727	0.2338510847
728	0.2337979707
729	0.2337489665
730	0.233687632
731	0.2336175088
732	0.2335677909
733	0.2335151982
734	0.2334504699
735	0.2333961783
736	0.2333260837
737	0.2332268976
738	0.233174031
739	0.2331051953
740	0.2330723513
741	0.2330033263
742	0.2329411475
743	0.2328413329
744	0.2327834796
745	0.2327268877
746	0.232660871
747	0.2326070177
748	0.2325539585
749	0.2325015022
750	0.2324339273
751	0.2323801834
752	0.2323297533
753	0.2322730503
754	0.2322156343
755	0.2321761076
756	0.232055364
757	0.2319999487
758	0.2319151603
759	0.2318709761
760	0.231813396
761	0.2317580915
762	0.2317185648
763	0.2316540836
764	0.2315824233
765	0.2315439099
766	0.231492686
767	0.23143341
768	0.2313887054
769	0.2313311234
770	0.2312658721
771	0.231218922
772	0.2311306093
773	0.2310870551
774	0.2310273392
775	0.230975019
776	0.2309431077
777	0.2308853367
778	0.2308332911
779	0.2307826425
780	0.2307173635
781	0.2306703846
782	0.2306230223
783	0.2305527257
784	0.2305010636
785	0.2304328554
786	0.230384727
787	0.2303335595
788	0.2302911832
789	0.2302382081
790	0.2301847382
791	0.230126229
792	0.2300705131
793	0.2300151257
794	0.2299504518
795	0.2298835794
796	0.2298141651
797	0.2297233598
798	0.2296680553
799	0.2296033824
800	0.2295498304
801	0.2295041516
802	0.2294249362
803	0.2293579197
804	0.2292874302
805	0.2292395901
806	0.229197242
807	0.2291524029
808	0.2291010696
809	0.2290439977
810	0.2289672611
811	0.2289176535
812	0.2288713746
813	0.2288310801
814	0.2287980718
815	0.2287498756
816	0.2287029804
817	0.2286639048
818	0.2285744182
819	0.2285266878
820	0.2284683953
821	0.2284171038
822	0.2283738107
823	0.2283152802
824	0.228264946
825	0.2282111175
826	0.2281627682
827	0.2281235563
828	0.2280628424
829	0.2279989356
830	0.227949471
831	0.227888921
832	0.2278318774
833	0.2277939249
834	0.2277282536
835	0.2276492213
836	0.2275864658
837	0.2275132564
838	0.2274691414
839	0.2274242733
840	0.2273768013
841	0.2273265629
842	0.2272587846
843	0.2272041385
844	0.2271669949
845	0.2271251961
846	0.2270663677
847	0.2270225541
848	0.2269749596
849	0.2269102583
850	0.2268594446
851	0.2267958656
852	0.2267393278
853	0.2266729292
854	0.2266225828
855	0.2265808928
856	0.226534846
857	0.2264890724
858	0.2264338065
859	0.2263917188
860	0.2263140355
861	0.2262518559
862	0.2262129165
863	0.2261727733
864	0.2261338621
865	0.226105101
866	0.2260515843
867	0.2259874309
868	0.2259388921
869	0.2258712875
870	0.2258100544
871	0.2257731299
872	0.2257250425
873	0.2256611845
874	0.2256005913
875	0.2255535591
876	0.2255081157
877	0.2254625893
878	0.2254225414
879	0.2253685589
880	0.2253252385
881	0.2252730979
882	0.2252190671
883	0.2251669234
884	0.2251259592
885	0.2250536423
886	0.2250019118
887	0.2249454143
888	0.2249042989
889	0.2248534304
890	0.2248006169
891	0.2247610765
892	0.2246997242
893	0.2246387482
894	0.2245978518
895	0.2245421084
896	0.2244910482
897	0.2244597122
898	0.2244159123
899	0.224365565
900	0.2243201765
901	0.2242666525
902	0.2241936102
903	0.2241470978
904	0.2241117885
905	0.2240651117
906	0.2240258725
907	0.2239609925
908	0.2239168091
909	0.2238718587
910	0.2238173368
911	0.2237741807
912	0.2237258064
913	0.2236877725
914	0.2236326034
915	0.2235779261
916	0.2235325367
917	0.2234819849
918	0.2234284602
919	0.2233844
920	0.2233620074
921	0.2233077828
922	0.2232693523
923	0.2231960502
924	0.2231566878
925	0.2231016002
926	0.2230561567
927	0.2230156712
928	0.2229742134
929	0.2229081724
930	0.222852091
931	0.2228164956
932	0.2227699098
933	0.2227236856
934	0.2226880622
935	0.222637702
936	0.2226036673
937	0.2225441567
938	0.222501918
939	0.2224581997
940	0.2224221935
941	0.2223726269
942	0.2223325522
943	0.222295327
944	0.2222453899
945	0.2222032062
946	0.2221696241
947	0.2221426975
948	0.2220946375
949	0.2220616032
950	0.2220111592
951	0.2219601827
952	0.2219215189
953	0.2218860741
954	0.2218546416
955	0.2218185532
956	0.2217910104
957	0.2217362376
958	0.2216887946
959	0.2216415966
960	0.2216051104
961	0.2215470515
962	0.2214847171
963	0.2214539563
964	0.2214089094
965	0.2213758197
966	0.2213296907
967	0.2212840008
968	0.221232354
969	0.2211905264
970	0.2211566697
971	0.2211246763
972	0.2210745087
973	0.2210299138
974	0.2209903192
975	0.2209004751
976	0.2208549632
977	0.2208245723
978	0.2207691684
979	0.2207256699
980	0.220660694
981	0.2206318233
982	0.2206008982
983	0.2205514549
984	0.2205041763
985	0.2204696623
986	0.2204172067
987	0.2203868842
988	0.2203536719
989	0.2202574028
990	0.2202207796
991	0.2201844857
992	0.2201251274
993	0.2200710359
994	0.2200333308
995	0.2200065829
996	0.2199596878
997	0.2198880846
998	0.2198331203
999	0.219773157
1000	0.219732412
1001	0.219686366
1002	0.2196591114
1003	0.2196065994
1004	0.2195334444
1005	0.2195038341
1006	0.2194733472
1007	0.2194238225
1008	0.219396157
1009	0.2193454802
1010	0.2193119523
1011	0.219282342
1012	0.219197865
1013	0.2191489686
1014	0.2190757639
1015	0.2190184599
1016	0.2189906843
1017	0.2189038165
1018	0.2188545931
1019	0.2187994517
1020	0.2187662804
1021	0.2187315883
1022	0.2186878158
1023	0.218661109
1024	0.2186067718
1025	0.2185597671
1026	0.2185004603
1027	0.2184489079
1028	0.2183773443
1029	0.2183471177
1030	0.2182982768
1031	0.2182581337
1032	0.2182094976
1033	0.2181680808
1034	0.218121404
1035	0.2180915465
1036	0.2180591286
1037	0.2180309146
1038	0.2180016604
1039	0.2179309279
1040	0.2178780594
1041	0.2178174967
1042	0.2177803804
1043	0.2177308687
1044	0.2177011214
1045	0.2176725377
1046	0.2176244099
1047	0.2175711052
1048	0.2175316743
1049	0.2174549918
1050	0.2173874683
1051	0.2173311521
1052	0.2172528067
1053	0.2172273188
1054	0.2172044468
1055	0.2171717269
1056	0.217117187
1057	0.2170699623
1058	0.2170431597
1059	0.2170048245
1060	0.2169466166
1061	0.2168968705
1062	0.2168448789
1063	0.2167790963
1064	0.2167491156
1065	0.216691263
1066	0.2166635564
1067	0.2166192498
1068	0.2165945009
1069	0.216552906
1070	0.216508037
1071	0.2164459524
1072	0.2163947237
1073	0.2163680032
1074	0.216289388
1075	0.2162531756
1076	0.2161921883
1077	0.2161518945
1078	0.2160942458
1079	0.2160689634
1080	0.2160251087
1081	0.2159605186
1082	0.2159023332
1083	0.2158385761
1084	0.2157901585
1085	0.2157374813
1086	0.2157124728
1087	0.2156860536
1088	0.2156320761
1089	0.215608533
1090	0.2155383414
1091	0.2154979107
1092	0.2154675602
1093	0.2154244452
1094	0.2153449402
1095	0.2153143158
1096	0.2152908275
1097	0.2152650795
1098	0.2152251959
1099	0.215160884
1100	0.2150853593
1101	0.2150387364
1102	0.215013632
1103	0.2149714476
1104	0.2149470143
1105	0.214910391
1106	0.2148840814
1107	0.2148607575
1108	0.214811315
1109	0.2147713226
1110	0.2147005836
1111	0.2146764379
1112	0.2146505111
1113	0.2146096284
1114	0.2145615554
1115	0.214535862
1116	0.2144926785
1117	0.2144565483
1118	0.214413488
1119	0.2143490325
1120	0.2143016976
1121	0.2142631575
1122	0.214197102
1123	0.2141312076
1124	0.2141089109
1125	0.2140846967
1126	0.2140186251
1127	0.2139582236
1128	0.213909519
1129	0.2138653082
1130	0.2138443125
1131	0.2138106613
1132	0.2137507784
1133	0.2136908392
1134	0.21365412
1135	0.21359961
1136	0.2135408407
1137	0.2134871098
1138	0.2134637585
1139	0.2134401743
1140	0.2133635039
1141	0.2133407415
1142	0.2132856682
1143	0.2132519897
1144	0.2132278851
1145	0.2132062451
1146	0.2131206294
1147	0.2130779655
1148	0.2130189277
1149	0.2129588362
1150	0.2128772164
1151	0.2128462639
1152	0.2128245561
1153	0.2128021629
1154	0.2127588285
1155	0.2126956621
1156	0.2126535886
1157	0.2126317569
1158	0.2125960382
1159	0.2125233867
1160	0.2124601219
1161	0.2124215676
1162	0.212377576
1163	0.2123242866
1164	0.2123009216
1165	0.2122384818
1166	0.2121784774
1167	0.2121290074
1168	0.2120667861
1169	0.2119991273
1170	0.2119371377
1171	0.2118743015
1172	0.2118070778
1173	0.2117622766
1174	0.211715818
1175	0.2116932337
1176	0.2116711286
1177	0.2116271492
1178	0.2116044552
1179	0.2115495594
1180	0.2115128539
1181	0.2114650678
1182	0.2113898439
1183	0.2113361542
1184	0.2112839861
1185	0.2112168661
1186	0.2111562743
1187	0.2111023483
1188	0.2110476725
1189	0.2109860415
1190	0.2109421868
1191	0.2108894582
1192	0.2108259508
1193	0.2107611857
1194	0.2107158656
1195	0.2106519183
1196	0.2106297031
1197	0.2105618525
1198	0.2104870722
1199	0.2104317533
1200	0.210385406
1201	0.2103635201
1202	0.210311021
1203	0.2102574406
1204	0.2102100379
1205	0.2101889874
1206	0.2101430511
1207	0.210121329
1208	0.2100784474
1209	0.2100255528
1210	0.2099775361
1211	0.2099551155
1212	0.2098909168
1213	0.2098467327
1214	0.2098100956
1215	0.2097507494
1216	0.2096978547
1217	0.2096488624
1218	0.2096286885
1219	0.2095909004
1220	0.2095179508
1221	0.2094551364
1222	0.2094091315
1223	0.2093876154
1224	0.2093274498
1225	0.2092795122
1226	0.209227507
1227	0.2092062238
1228	0.2091606433
1229	0.2091212117
1230	0.2090564443
1231	0.2090205615
1232	0.2089407813
1233	0.2088963095
1234	0.2088711641
1235	0.2088169689
1236	0.2087824412
1237	0.2087609936
1238	0.2087106738
1239	0.2086508224
1240	0.2086152126
1241	0.208537747
1242	0.2084911941
1243	0.2084382996
1244	0.2083964308
1245	0.2083768458
1246	0.2083267451
1247	0.208257876
1248	0.2082119927
1249	0.2081683435
1250	0.2081044101
1251	0.2080613361
1252	0.2079796539
1253	0.207925719
1254	0.2078732892
1255	0.2078222434
1256	0.2077848354
1257	0.2077638261
1258	0.2076993313
1259	0.2076798827
1260	0.2076339324
1261	0.2075829553
1262	0.2075463191
1263	0.2074967936
1264	0.2074509111
1265	0.207418233
1266	0.207367777
1267	0.2073470553
1268	0.2073154036
1269	0.2072511595
1270	0.207197647
1271	0.2071777196
1272	0.2071261944
1273	0.2070945289
1274	0.2070390854
1275	0.2069919153
1276	0.2069697001
1277	0.2068949839
1278	0.2068325037
1279	0.2067669629
1280	0.2066960607
1281	0.2066373736
1282	0.2065957514
1283	0.2065642099
1284	0.2065074515
1285	0.2064560632
1286	0.2064064274
1287	0.2063729823
1288	0.2062980392
1289	0.2062545406
1290	0.2061956019
1291	0.2061546774
1292	0.2061353526
1293	0.2060735424
1294	0.206024265
1295	0.2059632218
1296	0.2059083703
1297	0.2058634062
1298	0.205817689
1299	0.2057982409
1300	0.2057786833
1301	0.2057096516
1302	0.2056701522
1303	0.2056218312
1304	0.2055936863
1305	0.2055405733
1306	0.2054856259
1307	0.2054642599
1308	0.2054368272
1309	0.2054175983
1310	0.205355515
1311	0.2052905973
1312	0.2052409056
1313	0.2051874229
1314	0.205134131
1315	0.2051150254
1316	0.2050734168
1317	0.2050359848
1318	0.2049606426
1319	0.2049219512
1320	0.2048904503
1321	0.2048253406
1322	0.2047737265
1323	0.2047394042
1324	0.2047187921
1325	0.2046635159
1326	0.2046444918
1327	0.2045945141
1328	0.2045497548
1329	0.2045155975
1330	0.2044915066
1331	0.2044555408
1332	0.2044045353
1333	0.2043678573
1334	0.2043297412
1335	0.2042740132
1336	0.2042294891
1337	0.204179402
1338	0.2041063351
1339	0.2040598362
1340	0.2040102156
1341	0.2039639643
1342	0.203915644
1343	0.203896689
1344	0.2038769944
1345	0.203826072
1346	0.203769315
1347	0.2037241996
1348	0.2036553229
1349	0.2035823228
1350	0.2035572732
1351	0.2035202109
1352	0.2034829857
1353	0.2034637705
1354	0.2034217922
1355	0.2033699111
1356	0.2033202897
1357	0.2032809964
1358	0.2032405376
1359	0.2032087086
1360	0.2031897673
1361	0.2031484046
1362	0.2030935392
1363	0.203073844
1364	0.2030232228
1365	0.2029771229
1366	0.2029431163
1367	0.2028980153
1368	0.2028539826
1369	0.2027988145
1370	0.2027559474
1371	0.2027242547
1372	0.2026701146
1373	0.2026504337
1374	0.2026058121
1375	0.2025603132
1376	0.2025156779
1377	0.2024478846
1378	0.2024107562
1379	0.2023520479
1380	0.2023318466
1381	0.2022892793
1382	0.2022648049
1383	0.202246069
1384	0.2022222378
1385	0.2021969827
1386	0.2021585249
1387	0.2021090543
1388	0.2020915648
1389	0.2020474498
1390	0.201989325
1391	0.2019352401
1392	0.2018755249
1393	0.2018114544
1394	0.2017947181
1395	0.2017480004
1396	0.2017014086
1397	0.2016476115
1398	0.2016039494
1399	0.201555215
1400	0.2015034407
1401	0.2014403999
1402	0.201390972
1403	0.2013428169
1404	0.2012907157
1405	0.2012692407
1406	0.2012351375
1407	0.2011863515
1408	0.2011674924
1409	0.2011477294
1410	0.2011295003
1411	0.2010984239
1412	0.2010577466
1413	0.20103193
1414	0.2009877459
1415	0.2009640385
1416	0.2009150617
1417	0.200896723
1418	0.2008653179
1419	0.2008193952
1420	0.2007696505
1421	0.2007254953
1422	0.2006751352
1423	0.2006322385
1424	0.2005886302
1425	0.2005497874
1426	0.2005117535
1427	0.2004764312
1428	0.2004395889
1429	0.2003969941
1430	0.2003796963
1431	0.2003430867
1432	0.2002935484
1433	0.2002449535
1434	0.2001956743
1435	0.2001490352
1436	0.2001268748
1437	0.2000881561
1438	0.200060244
1439	0.1999965169
1440	0.1999570449
1441	0.1999100688
1442	0.1998780617
1443	0.1998058721
1444	0.1997531422
1445	0.1997109027
1446	0.199671691
1447	0.1996144137
1448	0.1995950615
1449	0.1995433987
1450	0.1995127201
1451	0.1994654964
1452	0.1994268331
1453	0.1993895122
1454	0.199336591
1455	0.1992822983
1456	0.199264411
1457	0.1992224196
1458	0.199155557
1459	0.199116797
1460	0.1990519598
1461	0.1990067371
1462	0.1989635672
1463	0.1989188071
1464	0.1988944286
1465	0.1988555283
1466	0.1988378328
1467	0.1988027988
1468	0.1987853224
1469	0.1987517676
1470	0.1986956955
1471	0.198670837
1472	0.1986427574
1473	0.1986091471
1474	0.1985642653
1475	0.198529697
1476	0.1984937852
1477	0.1984803908
1478	0.1984319035
1479	0.1983791973
1480	0.1983468901
1481	0.1982959686
1482	0.1982538234
1483	0.1982319649
1484	0.1982174337
1485	0.1982049431
1486	0.1981742919
1487	0.1981261745
1488	0.1981047263
1489	0.1980755543
1490	0.1980282611
1491	0.1979783824
1492	0.1979250888
1493	0.1978845896
1494	0.1978376404
1495	0.1977978663
1496	0.1977806781
1497	0.1977677493
1498	0.1977293038
1499	0.1977116773
1500	0.1976938454
1501	0.1976544281
1502	0.1976410611
1503	0.1976274201
1504	0.1975895497
1505	0.1975187153
1506	0.1975078956
1507	0.1974936794
1508	0.197480463
1509	0.1974367733
1510	0.1974240357
1511	0.1973719369
1512	0.1973417781
1513	0.1972907613
